County,crash_yr,mo,Crash Hr,Vehicles Involved,Crash Severity,Serious Injury Event,No Seat Belt,Truck Involved,Speeding/Too Fast for Conditions,Impaired Driver,Failure to Yield,Snow/Sleet,Rollover,Intersection,Curve,Hill,Lane Departure,LAT,LON
Barnes,2013,10,14,1,Injury,0,1,0,0,1,0,0,0,0,1,0,0,46.9184,-97.985
Cass,2013,10,16,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8831,-96.782
Cass,2013,10,8,2,Injury,1,0,0,0,1,1,0,0,1,0,0,0,46.8976,-96.794
Cass,2013,10,1,1,Injury,0,0,0,1,1,0,0,0,1,0,0,0,46.8792,-96.839
Williams,2013,10,22,1,Injury,0,0,0,0,0,0,0,1,0,1,0,0,48.3727,-103.474
Dunn,2013,10,10,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.0656,-102.99
Morton,2013,10,19,2,Injury,0,0,0,0,0,1,1,0,1,0,0,0,46.8247,-100.905
Stark,2013,10,0,1,Injury,1,0,0,1,1,0,0,1,0,0,0,1,46.8616,-102.801
Williams,2013,10,1,2,Fatal,1,1,0,1,1,1,0,0,1,0,1,0,48.3968,-102.942
Ward,2013,10,0,1,Fatal,1,1,0,0,1,0,0,0,0,0,0,1,48.6775,-102.073
Cass,2013,10,10,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8336,-96.906
Dickey,2013,10,8,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.0075,-98.523
Mountrail,2013,10,3,2,Injury,0,0,1,0,0,0,0,0,0,0,1,0,47.9778,-102.368
Burleigh,2013,10,13,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8106,-100.786
Burleigh,2013,10,16,2,Injury,1,0,0,0,0,1,0,0,1,0,0,0,46.7902,-100.795
Grand Forks,2013,10,7,3,Injury,0,.,0,0,0,0,0,0,0,0,0,0,47.933,-97.068
Cass,2013,10,9,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8774,-96.794
Cass,2013,10,10,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8583,-96.859
Hettinger,2013,10,7,1,Injury,0,0,0,0,0,0,1,0,0,0,0,1,46.3856,-102.35
Cass,2013,10,0,1,Injury,1,0,0,1,0,0,0,1,0,0,0,1,46.8387,-96.947
Ward,2013,10,15,1,Injury,0,0,0,1,0,0,0,1,0,0,0,0,48.2398,-101.107
Williams,2013,10,12,2,Injury,0,1,1,0,0,0,0,0,1,0,0,0,48.1452,-103.626
Cass,2013,10,15,2,Injury,0,1,0,1,0,0,0,0,1,0,0,0,46.8617,-96.853
Grand Forks,2013,10,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9012,-97.067
Cass,2013,10,11,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.9054,-97.159
McKenzie,2013,10,7,2,Injury,0,0,1,0,0,0,0,0,1,0,1,0,48.0304,-103.658
Ward,2013,10,19,2,Injury,0,1,0,1,0,0,1,0,0,0,1,0,48.3272,-101.83
Ward,2013,10,19,1,Injury,0,0,0,1,0,0,1,1,0,0,1,1,48.3272,-101.83
Burke,2013,10,19,1,Injury,0,0,0,0,0,0,1,1,0,0,1,1,48.8944,-102.385
Williams,2013,10,12,2,Injury,0,1,0,0,0,1,0,0,1,0,1,0,48.147,-103.615
Williams,2013,10,14,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.149,-103.61
Morton,2013,10,19,2,Injury,0,0,0,1,0,1,0,0,1,0,0,0,46.8472,-100.908
Morton,2013,10,14,2,Injury,1,0,0,0,0,0,0,0,1,0,0,0,46.8214,-100.889
Morton,2013,10,17,2,Injury,0,0,0,0,0,0,0,0,1,0,1,0,46.8473,-100.908
Traill,2013,10,6,1,Injury,0,0,0,1,0,0,0,1,1,1,0,1,47.5704,-97.113
Stark,2013,10,18,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8795,-102.82
Burleigh,2013,10,11,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,46.7946,-100.794
Burleigh,2013,10,15,2,Injury,0,0,0,0,1,0,0,0,0,0,0,0,46.8063,-100.788
Cass,2013,10,13,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.877,-96.782
Cass,2013,10,19,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8741,-96.784
Ward,2013,10,6,1,Injury,0,0,0,1,0,0,0,1,0,1,0,1,48.2738,-101.433
Grand Forks,2013,10,18,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,47.9188,-97.292
Ransom,2013,10,14,1,Injury,0,0,0,1,0,0,0,1,1,0,0,1,46.616,-97.658
Grand Forks,2013,10,16,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9153,-97.045
Williams,2013,10,12,2,Injury,0,1,0,0,0,0,0,0,1,0,0,0,48.156,-103.626
McKenzie,2013,10,8,3,Injury,0,0,1,1,0,0,0,0,0,0,0,0,47.8046,-103.256
Williams,2013,10,11,2,Injury,0,.,1,1,0,0,0,0,1,0,0,0,48.3871,-102.951
Williams,2013,10,19,1,Injury,0,0,1,0,0,0,0,1,0,0,0,0,48.2269,-103.796
Williams,2013,10,14,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.1597,-103.626
Stark,2013,10,18,2,Injury,0,0,1,0,0,0,0,0,1,0,0,0,46.8989,-102.79
Burleigh,2013,10,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8166,-100.783
Burleigh,2013,10,13,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,46.8306,-100.774
Burleigh,2013,10,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.7697,-100.798
Steele,2013,10,4,1,Injury,1,1,0,0,1,0,0,0,0,0,1,1,47.5857,-97.635
Billings,2013,10,7,2,Injury,0,1,0,0,0,0,0,0,1,0,1,0,46.8905,-103.274
McKenzie,2013,10,21,2,Fatal,1,1,1,0,1,1,0,0,1,0,0,0,47.8608,-103.926
Williams,2013,10,0,2,Injury,1,1,1,0,1,1,0,0,1,0,1,0,48.3909,-102.929
Mountrail,2013,10,15,2,Injury,0,0,1,1,0,1,0,0,1,0,0,0,47.9794,-102.489
McKenzie,2013,10,22,2,Injury,0,0,0,1,0,1,0,0,1,0,0,0,47.8042,-102.942
Mountrail,2013,10,15,2,Injury,0,0,1,1,0,1,0,0,1,0,0,0,47.9794,-102.489
Cavalier,2013,10,6,1,Injury,0,1,0,1,0,0,0,1,0,1,0,1,48.5442,-98.056
Cass,2013,10,8,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8038,-96.863
Ward,2013,10,7,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.2584,-101.336
Grand Forks,2013,10,14,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.8894,-97.073
Grand Forks,2013,10,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9331,-97.081
Grand Forks,2013,10,14,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.9081,-97.047
Grand Forks,2013,10,6,1,Injury,0,0,0,0,0,0,0,0,0,0,0,1,47.9332,-97.037
Ward,2013,10,7,2,Injury,0,0,0,0,0,0,0,1,0,0,0,0,48.3158,-101.724
Stutsman,2013,10,22,1,Injury,0,0,0,1,0,0,0,0,0,1,0,1,46.9131,-98.719
McKenzie,2013,10,8,1,Injury,0,0,1,1,0,0,0,1,0,0,0,1,47.7181,-103.283
Walsh,2013,10,8,2,Injury,0,0,1,1,0,0,0,0,0,0,0,0,48.4603,-97.192
Grand Forks,2013,10,17,2,Injury,0,0,1,1,1,0,0,0,0,0,0,0,48.0353,-97.138
Mountrail,2013,10,8,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,48.313,-102.634
McKenzie,2013,10,7,2,Injury,0,0,1,1,0,0,0,1,1,0,1,1,47.8049,-103.6
Cass,2013,10,22,2,Injury,1,1,0,1,0,0,0,0,0,0,0,0,46.9743,-96.881
Williams,2013,10,13,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,48.1687,-103.648
Williams,2013,10,8,1,Injury,0,0,0,1,0,0,0,0,1,0,0,0,48.1978,-103.626
Williams,2013,10,17,2,Injury,0,.,0,1,0,0,0,0,1,0,0,0,48.5692,-103.624
McKenzie,2013,10,17,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,47.9811,-102.575
Burleigh,2013,10,14,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8235,-100.774
Burleigh,2013,10,15,2,Injury,0,.,0,0,0,0,0,0,0,0,0,0,46.8237,-100.794
Burleigh,2013,10,18,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.795,-100.794
Cass,2013,10,19,1,Injury,0,1,0,0,0,0,0,1,1,0,0,1,46.877,-96.909
Grand Forks,2013,10,14,2,Injury,0,.,0,0,0,0,0,0,1,0,0,0,47.9092,-97.047
Cass,2013,10,15,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8745,-96.79
Cass,2013,10,9,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8056,-96.876
Ward,2013,10,23,1,Injury,0,0,0,1,0,0,0,0,0,1,0,1,48.2621,-101.578
Williams,2013,10,1,1,Injury,0,0,0,0,1,0,0,1,0,0,0,0,48.1404,-103.822
Williams,2013,10,10,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.1978,-103.626
Burleigh,2013,10,9,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8002,-100.789
Cass,2013,10,19,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8511,-96.82
Stutsman,2013,10,17,1,Injury,0,.,0,1,0,0,0,0,0,0,0,1,46.9031,-98.733
Barnes,2013,10,16,1,Injury,1,0,0,0,1,0,0,1,0,0,0,1,46.9302,-98.081
Sioux,2013,10,2,1,Injury,1,1,0,1,0,0,0,1,0,0,0,1,46.374,-100.888
La Moure,2013,10,3,2,Injury,1,1,1,0,1,0,0,0,0,0,0,0,46.1815,-98.401
Ward,2013,10,21,2,Injury,0,0,0,0,1,0,0,0,0,0,0,0,48.2326,-101.293
Cavalier,2013,10,18,1,Injury,0,.,0,0,1,0,0,1,0,1,0,1,48.9191,-98.037
Pierce,2013,10,19,2,Injury,1,1,0,0,1,0,0,1,1,0,0,0,47.862,-99.941
Grand Forks,2013,10,20,2,Injury,0,0,0,1,0,0,0,0,0,1,0,0,47.8519,-97.087
Grand Forks,2013,10,5,1,Injury,0,1,0,1,1,0,0,1,0,0,0,1,48.1436,-97.86
Burleigh,2013,10,10,1,Injury,0,1,0,0,1,0,0,0,0,0,0,1,46.8091,-100.734
Cass,2013,10,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8744,-96.788
Walsh,2013,10,11,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,48.3541,-97.563
Burleigh,2013,10,6,2,Injury,0,1,0,0,0,0,0,0,0,0,0,0,46.7584,-100.757
Grand Forks,2013,10,0,1,Injury,0,1,0,0,1,0,0,0,0,1,0,1,47.9146,-97.067
Mountrail,2013,10,13,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.3063,-102.389
McKenzie,2013,10,19,3,Injury,0,1,1,1,0,0,0,0,1,0,0,0,47.9564,-103.659
Kidder,2013,10,22,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8719,-99.852
Cass,2013,10,7,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8761,-97.257
Williams,2013,10,14,2,Injury,0,1,0,0,0,0,0,1,1,0,0,1,48.5754,-103.234
Rolette,2013,10,1,1,Injury,1,.,0,0,1,0,0,1,0,0,0,0,48.6757,-99.99
Grand Forks,2013,10,14,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.9141,-97.043
Grand Forks,2013,10,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.9329,-97.091
Cass,2013,10,13,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8256,-96.862
Grand Forks,2013,10,15,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.9243,-97.045
Cass,2013,10,14,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,46.87,-96.826
Cass,2013,10,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8702,-96.819
Williams,2013,10,22,1,Injury,0,0,1,0,0,0,0,1,0,1,0,1,48.2421,-103.604
Cass,2013,10,16,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.863,-96.864
Ward,2013,10,7,3,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.2213,-101.231
Grand Forks,2013,10,6,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9282,-97.081
Williams,2013,10,18,2,Fatal,1,1,0,0,0,0,0,1,0,0,0,0,48.4223,-102.929
McKenzie,2013,10,8,1,Fatal,1,1,0,0,1,0,0,1,0,1,0,1,47.5432,-103.237
Grand Forks,2013,10,16,3,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.9329,-97.099
Williams,2013,10,15,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,48.3425,-103.495
Burleigh,2013,10,1,1,Injury,0,1,0,1,0,0,0,0,0,0,0,0,46.8307,-100.818
Billings,2013,10,5,1,Injury,0,0,0,1,0,0,0,1,0,0,1,1,47.2693,-103.204
Cass,2013,10,14,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.108,-97.215
Williams,2013,10,5,2,Injury,1,0,0,1,0,0,0,0,1,1,0,0,48.114,-103.723
Richland,2013,10,13,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,46.589,-96.823
Williams,2013,10,21,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,48.1687,-103.648
Nelson,2013,10,22,1,Injury,1,1,0,0,1,0,0,1,0,0,0,1,48.0353,-98.307
Cass,2013,10,16,2,Injury,0,0,0,0,0,0,0,0,1,0,1,0,46.8976,-96.788
Ward,2013,10,7,2,Injury,0,1,0,0,0,0,0,0,0,0,0,0,48.2263,-101.253
Cass,2013,10,18,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8392,-96.799
Oliver,2013,10,14,1,Injury,0,.,1,0,0,0,0,0,0,0,0,1,47.264,-101.091
Golden Valley,2013,10,15,1,Injury,0,0,1,1,0,0,0,1,0,1,0,1,46.57,-103.5
Grand Forks,2013,10,12,4,Injury,1,0,0,0,0,0,0,0,0,0,0,0,47.9221,-97.088
Cass,2013,10,18,4,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8657,-96.819
Cass,2013,10,9,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8616,-96.834
McKenzie,2013,10,8,1,Injury,0,0,1,1,0,0,0,1,1,0,0,1,47.9276,-104.031
Mountrail,2013,10,15,2,Injury,0,0,1,0,0,0,0,0,0,0,0,0,48.3274,-102.232
McKenzie,2013,10,21,2,Injury,0,0,1,0,1,0,0,0,1,0,1,0,47.8418,-102.945
Adams,2013,10,11,2,Injury,0,0,0,0,0,1,0,0,1,0,1,0,46.0002,-102.631
Burleigh,2013,10,9,2,Injury,0,0,0,0,0,1,0,0,0,1,0,0,46.8066,-100.811
Burleigh,2013,10,14,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8056,-100.8
Williams,2013,10,9,2,Injury,0,1,0,1,0,0,0,1,0,1,0,0,48.2871,-103.345
Stark,2013,10,16,1,Injury,0,0,1,1,0,0,0,1,0,0,0,1,46.8909,-103.062
Williams,2013,10,4,1,Injury,0,0,1,0,0,0,0,1,1,0,1,1,48.1543,-103.475
Williams,2013,10,9,1,Injury,0,0,0,0,0,0,0,1,0,1,0,1,48.1547,-103.329
Grand Forks,2013,10,0,1,Injury,1,1,0,1,1,0,0,0,0,0,0,1,47.9279,-97.045
Cass,2013,10,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8543,-96.838
Cass,2013,10,5,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8832,-96.82
McKenzie,2013,10,17,2,Injury,0,0,0,1,0,0,0,0,1,0,1,0,47.8418,-102.945
Cass,2013,10,5,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,46.851,-96.867
Stark,2013,10,21,2,Injury,0,1,0,1,0,1,0,0,0,0,0,0,46.8895,-102.79
Grand Forks,2013,11,3,1,Injury,0,1,0,0,1,0,0,1,0,0,0,1,47.875,-97.069
Stark,2013,11,17,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8801,-102.79
Grand Forks,2013,11,20,1,Injury,0,1,0,0,1,0,0,1,0,0,0,1,47.9517,-97.261
Cass,2013,11,2,4,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8618,-96.858
Cass,2013,11,16,2,Injury,0,.,0,0,0,0,0,0,1,0,0,0,46.8507,-96.862
Ward,2013,11,17,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.1965,-101.299
Cass,2013,11,1,2,Injury,0,0,0,0,1,1,0,0,1,0,0,0,46.8832,-96.789
Walsh,2013,11,1,2,Injury,0,1,0,1,0,0,0,1,0,1,0,1,48.4581,-97.194
Rolette,2013,11,11,1,Injury,0,1,0,1,0,0,0,0,0,0,0,1,48.8036,-99.942
Williams,2013,11,1,1,Injury,1,1,0,0,1,0,0,1,0,0,0,1,48.1589,-103.734
Williams,2013,11,10,1,Injury,0,.,0,1,0,0,0,0,1,0,0,1,48.2304,-103.612
Williams,2013,11,17,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,48.1597,-103.624
Walsh,2013,11,18,1,Injury,0,1,0,1,0,0,0,1,0,1,0,1,48.405,-97.818
Morton,2013,11,0,5,Injury,0,1,0,0,1,0,0,0,0,0,0,0,46.8343,-100.898
Morton,2013,11,14,2,Injury,0,1,0,0,0,0,0,0,0,0,0,0,46.8111,-100.836
Burleigh,2013,11,0,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8048,-100.763
Wells,2013,11,16,2,Injury,0,1,0,1,0,0,0,0,0,0,1,0,47.7551,-99.936
Cass,2013,11,16,1,Injury,0,0,0,0,0,0,0,0,0,0,0,1,46.8777,-96.985
Grand Forks,2013,11,10,2,Injury,0,0,0,1,1,0,0,0,0,0,0,0,47.9245,-97.038
Grand Forks,2013,11,20,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,47.7738,-97.065
Mercer,2013,11,20,1,Injury,0,1,0,1,0,0,0,0,1,0,0,0,47.346,-101.441
McKenzie,2013,11,1,1,Injury,0,0,0,1,0,0,0,0,0,1,0,1,47.9682,-102.686
Williams,2013,11,19,1,Injury,0,0,1,1,0,0,0,1,0,0,1,1,48.2844,-103.171
Stutsman,2013,11,9,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.6306,-99.029
Burleigh,2013,11,15,2,Injury,0,.,0,1,0,0,0,0,1,0,0,0,46.8021,-100.788
Ward,2013,11,15,3,Injury,1,0,0,1,0,0,0,0,0,0,0,0,48.2122,-101.296
Rolette,2013,11,22,1,Fatal,1,.,0,1,1,0,0,0,0,0,0,1,48.8343,-99.69
Burleigh,2013,11,12,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8281,-100.773
Stark,2013,11,10,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8792,-102.811
Cass,2013,11,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.9048,-96.809
Griggs,2013,11,10,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,47.4392,-98.119
Stutsman,2013,11,13,1,Injury,1,0,1,1,0,0,0,1,0,0,0,1,46.8776,-99.29
Stark,2013,11,19,2,Injury,0,1,0,0,1,0,0,0,1,0,0,0,46.8822,-102.79
Williams,2013,11,18,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.1688,-103.626
Ramsey,2013,11,13,2,Injury,1,.,0,0,0,1,0,0,0,0,0,0,48.03,-98.28
Williams,2013,11,2,1,Injury,1,.,0,1,0,0,0,1,0,0,1,1,48.1543,-103.305
Barnes,2013,11,19,1,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.9201,-97.775
Stark,2013,11,17,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8616,-102.79
Burleigh,2013,11,18,2,Fatal,1,0,1,0,0,0,0,0,0,0,1,0,46.7009,-100.291
Cass,2013,11,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8795,-96.798
McLean,2013,11,10,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.1608,-100.791
Ward,2013,11,10,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.2023,-101.296
Walsh,2013,11,12,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,48.4105,-97.407
Pembina,2013,11,10,2,Injury,0,1,0,0,0,1,0,1,1,0,0,1,48.8335,-97.622
Williams,2013,11,16,2,Injury,0,0,1,0,0,0,0,0,0,0,0,0,48.1399,-103.765
Cass,2013,11,16,2,Injury,0,1,0,1,0,0,0,0,1,0,0,0,46.833,-96.883
McLean,2013,11,9,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.5329,-101.206
McKenzie,2013,11,19,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,47.7979,-103.305
Cass,2013,11,8,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8044,-96.876
McKenzie,2013,11,19,4,Injury,0,1,0,1,1,0,0,0,0,0,1,0,47.8048,-103.383
Cass,2013,11,2,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8759,-96.785
Mountrail,2013,11,18,2,Injury,0,1,1,0,0,1,0,0,1,1,0,0,48.3399,-102.807
McKenzie,2013,11,16,2,Injury,0,1,0,0,0,0,0,0,0,0,0,0,47.8048,-103.362
Mountrail,2013,11,10,1,Injury,0,1,1,0,0,0,0,1,0,0,1,1,48.3216,-102.063
McLean,2013,11,14,2,Injury,0,1,1,1,0,0,0,0,0,0,0,0,47.4773,-101.151
Cass,2013,11,7,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8479,-96.806
Cass,2013,11,10,2,Injury,0,0,0,1,0,1,0,0,1,0,0,0,46.8633,-96.872
Cass,2013,11,18,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8669,-96.89
Grand Forks,2013,11,16,2,Injury,0,.,0,0,0,0,0,0,1,0,0,0,47.8895,-97.086
Dunn,2013,11,2,1,Injury,0,.,0,1,1,0,0,0,0,0,0,1,47.3637,-102.801
Bowman,2013,11,9,1,Injury,0,1,0,0,0,0,0,0,0,0,0,0,46.235,-103.652
Bottineau,2013,11,16,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,48.6035,-101.282
Cass,2013,11,17,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8476,-96.831
Cass,2013,11,17,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8547,-96.869
Walsh,2013,11,2,1,Injury,0,1,0,1,0,0,0,0,1,0,1,0,48.3685,-97.211
Barnes,2013,11,13,1,Injury,1,1,0,1,0,0,0,1,0,1,0,1,47.139,-98.425
Burleigh,2013,11,15,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,46.8076,-100.791
Burleigh,2013,11,14,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8562,-100.772
Barnes,2013,11,4,1,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.9122,-98.028
Renville,2013,11,19,1,Injury,0,0,0,1,0,0,0,1,0,1,0,1,48.717,-101.517
Stutsman,2013,11,15,1,Injury,1,1,0,0,0,0,0,1,0,0,0,1,46.8858,-99.196
Walsh,2013,11,21,2,Fatal,1,0,0,0,0,0,0,1,0,0,0,0,48.321,-97.189
Ramsey,2013,11,18,1,Injury,0,0,0,0,0,0,0,0,0,1,0,1,48.5399,-98.664
Pierce,2013,11,13,1,Fatal,1,1,0,0,0,0,0,1,0,1,0,1,48.071,-99.977
Ramsey,2013,11,3,1,Fatal,1,1,0,1,1,0,0,1,0,0,0,1,48.0972,-98.835
Burke,2013,11,19,1,Injury,1,1,0,0,0,0,0,1,0,0,0,1,48.6112,-102.669
Williams,2013,11,11,2,Injury,0,.,0,1,0,0,0,0,0,0,0,0,48.1566,-103.626
Ward,2013,11,11,2,Fatal,1,1,1,0,1,0,0,1,0,0,0,0,47.9785,-101.494
Wells,2013,11,14,2,Injury,1,1,1,0,0,0,0,0,1,0,0,0,47.7459,-99.92
Ward,2013,11,18,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,48.4302,-101.299
Cass,2013,11,2,1,Injury,0,1,0,1,1,0,0,0,0,0,0,1,46.8639,-96.889
Stark,2013,11,16,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.884,-102.68
Richland,2013,11,23,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,46.4416,-97.166
Billings,2013,11,15,2,Fatal,1,0,1,1,0,0,0,0,0,0,1,0,47.2411,-103.223
Cass,2013,11,9,2,Injury,0,0,0,1,0,0,0,0,0,0,1,0,46.8998,-96.839
Cass,2013,11,18,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.9012,-96.784
Cass,2013,11,1,3,Injury,0,1,0,0,1,0,0,0,0,0,0,0,46.8832,-96.802
Ward,2013,11,18,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.216,-101.331
McKenzie,2013,11,11,2,Injury,0,0,0,0,0,1,0,1,1,0,0,1,47.8627,-104.033
McKenzie,2013,11,23,1,Injury,0,0,0,1,1,0,0,1,0,0,1,1,47.788,-103.219
La Moure,2013,11,18,2,Injury,1,0,0,0,0,0,0,0,0,1,0,0,46.3559,-98.152
Williams,2013,11,5,2,Injury,0,.,0,1,0,1,0,0,1,0,0,0,48.3419,-102.937
Walsh,2013,11,21,1,Injury,0,1,1,0,1,0,0,1,1,0,1,1,48.3691,-97.47
Ward,2013,11,10,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.2216,-101.341
Cass,2013,11,10,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8832,-96.798
Grand Forks,2013,11,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.904,-97.066
Ramsey,2013,11,6,1,Injury,1,1,0,0,1,0,0,1,0,1,0,1,48.0796,-98.877
Williams,2013,11,1,1,Injury,0,0,0,1,0,0,0,0,0,1,0,0,48.1544,-103.52
Walsh,2013,11,23,2,Injury,1,1,0,0,1,0,0,0,0,0,0,0,48.4179,-97.411
Cass,2013,11,18,2,Injury,0,.,0,0,0,1,0,0,1,0,0,0,46.8604,-96.851
Cass,2013,11,18,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8621,-96.88
Burleigh,2013,11,3,2,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.8114,-100.789
Walsh,2013,11,11,1,Injury,0,0,0,1,0,0,0,0,0,1,0,1,48.285,-97.371
Grand Forks,2013,11,3,5,Injury,1,.,0,0,0,0,0,0,0,0,0,0,47.9344,-97.049
Mountrail,2013,11,21,1,Injury,0,.,0,0,0,0,0,1,0,1,0,1,47.9961,-102.387
Stutsman,2013,11,18,1,Injury,1,1,0,1,0,0,0,1,0,0,0,1,46.8716,-98.692
Ward,2013,11,18,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.2606,-101.395
Ward,2013,11,16,1,Injury,0,1,0,0,0,0,0,1,0,0,0,1,48.3237,-101.404
Cass,2013,11,18,2,Injury,0,.,0,0,0,0,0,0,0,0,0,0,46.8618,-96.862
Cass,2013,11,19,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8618,-96.867
Mountrail,2013,11,10,3,Injury,0,0,1,0,0,0,0,0,0,0,1,0,48.0654,-102.354
